Date,GeoID,GeoName,NAICS,NAICS Description,Value
2003-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,716.04
2003-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,710.64
2003-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,719.8
2003-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,732.76
2003-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,715.84
2003-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,730.6
2003-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,721.83
2004-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,729.08
2004-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,739.3
2004-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,745.52
2004-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,725.1
2004-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,734.69
2004-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,730.34
2004-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,730.28
2004-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,745.64
2004-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,742.52
2004-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,745.78
2004-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,760.35
2004-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,746.23
2005-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,763.45
2005-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,784.45
2005-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,752.39
2005-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,767.17
2005-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,776.67
2005-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,768.48
2005-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,772.76
2005-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,787.32
2005-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,796.1
2005-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,805.1
2005-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,811.97
2005-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,794.31
2006-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,807.73
2006-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,818.99
2006-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,808.97
2006-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,819.51
2006-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,823.26
2006-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,807.71
2006-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,816.12
2006-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,815.72
2006-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,825.81
2006-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,841.01
2006-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,820.77
2006-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,843.82
2007-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,853.3
2007-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,852.12
2007-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,849.14
2007-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,856.08
2007-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,848.2
2007-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,873.26
2007-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,877.03
2007-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,861.53
2007-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,887.9
2007-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,896.75
2007-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,885.33
2007-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,889.38
2008-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,883.32
2008-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,921.07
2008-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,917.49
2008-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,915.1
2008-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,897.44
2008-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,920.76
2008-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,904.12
2008-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,920.91
2008-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,943.69
2008-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,928.26
2008-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,950.91
2008-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,945.03
2009-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,943.19
2009-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,961.92
2009-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,960.58
2009-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,933.6
2009-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,941.51
2009-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,951.4
2009-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,938.39
2009-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,931.28
2009-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,949.75
2009-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,946.13
2009-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,958.98
2009-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,945.49
2010-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,959.52
2010-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,982.56
2010-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,989.73
2010-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,988.43
2010-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,981.44
2010-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,990.67
2010-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,982.23
2010-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,995.66
2010-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,992.65
2010-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1005.62
2010-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1010.09
2010-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,993.69
2011-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1029.03
2011-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1041.28
2011-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1026.27
2011-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1031.49
2011-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1030.77
2011-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1022.59
2011-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1015.16
2011-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1039.12
2011-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1025.14
2011-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1049.63
2011-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1048.51
2011-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1035.3
2012-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1051.14
2012-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1065.88
2012-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1057.35
2012-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1059.72
2012-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1039.17
2012-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1061.72
2012-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1071.66
2012-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1078.51
2012-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1079.6
2012-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1094.18
2012-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1078.11
2012-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1082.22
2013-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1067.09
2013-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1110.8
2013-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1103.3
2013-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1101.63
2013-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1096.55
2013-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1095.9
2013-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1097.2
2013-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1091.12
2013-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1112.24
2013-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1116.36
2013-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1134.89
2013-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1142.31
2014-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1114.36
2014-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1146.58
2014-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1153.84
2014-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1146.02
2014-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1133.02
2014-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1149.5
2014-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1136.87
2014-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1154.3
2014-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1158.55
2014-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1162.39
2014-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1158.81
2014-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1157.45
2015-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1156.27
2015-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1174.1
2015-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1170.74
2015-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1142.47
2015-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1143.4
2015-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1150.19
2015-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1116.29
2015-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1123.76
2015-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1137.14
2015-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1133.3
2015-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1136.9
2015-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1136.54
2016-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1107.8
2016-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1139.07
2016-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1129.27
2016-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1120.79
2016-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1096.17
2016-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1100.92
2016-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1113.75
2016-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1120.56
2016-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1104.18
2016-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1112.02
2016-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1121.18
2016-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1126.94
2017-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1105.64
2017-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1120.93
2017-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1121.16
2017-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1124.39
2017-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1106.15
2017-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1124.65
2017-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1116.52
2017-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1118.49
2017-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1145.96
2017-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1152.85
2017-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1140.01
2017-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1154.37
2018-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1135.87
2018-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1167.34
2018-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1161.34
2018-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1155.52
2018-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1122.98
2018-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1149.92
2018-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1144.26
2018-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1148.03
2018-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1134.35
2018-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1151.11
2018-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1149.41
2018-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1151.1
2019-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1127.82
2019-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1151.85
2019-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1176.2
2019-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1147.9
2019-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1161.8
2019-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1162.74
2019-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1154.34
2019-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1155.14
2019-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1174.4
2019-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1193.13
2019-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1180.02
2019-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1184.45
2020-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1168.19
2020-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1191.04
2020-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1190.42
2020-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1230.85
2020-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1241.19
2020-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1216.16
2020-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1193.89
2020-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1209.23
2020-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1201.51
2020-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1186.44
2020-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1205.09
2020-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1201.38
2021-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1231.21
2021-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1249.72
2021-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1224.83
2021-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1215.89
2021-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1220.33
2021-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1216.99
2021-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1216.82
2021-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1222.21
2021-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1218.15
2021-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1228.3
2021-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1236.11
2021-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1234.08
2022-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1247.89
2022-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1259.35
2022-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1264.71
2022-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1246.83
2022-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1249.61
2022-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1244.65
2022-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1234.49
2022-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1260.63
2022-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1257.34
2022-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1270.6
2022-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1282.42
2022-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1261.57
2023-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1270.69
2023-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1270.12
2023-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1279.29
2023-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1285.77
2023-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1288.64
2023-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1270.52
2023-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1283.04
2023-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1275.32
2023-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1291.34
2023-10-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1303.23
2023-11-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1291.47
2023-12-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1291.07
2024-01-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1303.84
2024-02-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1296.2
2024-03-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1314.23
2024-04-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1325.74
2024-05-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1324.38
2024-06-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1328.77
2024-07-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1329.33
2024-08-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1343.02
2024-09-01T00:00:00,48,Alberta,11-91N,Industrial aggregate excluding unclassified businesses,1355.59
